Descricao;Class
possui graduacao em tecnologia mecanica  pela faculdade de tecnologia de sao paulo ceetepsfatecsp  graduacao em pedagogia  pelo centro universitario claretiano  mestrado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica ita  e doutorado em andamento pelo mesmo instituto atualmente e professor colaborador no instituto tecnologico de aeronautica  atuando no curso fundamental dos cursos das engenharias aeronauticas nas disciplinas de geometria descritiva desenho tecnico e desenho auxiliado por computador  desde  e professor adjunto na faculdade de tecnologia de sao jose dos campos  atuando nas disciplinas de desenho tecnico desenho assistido por computador  cad  manufatura assistida por computador  e manufatura enxuta  tem experiencia profissional na area de engenharia mecanica com enfase em modelagem geometrica projetos e ensino atuando principalmente nos seguintes temas dmu  cad  cam  tecnologia mecanica  projetos redutor de velocidade para torno mecanico pedagogia  licenciatura  engenharia aeronautica e mecanica requisitos e restricoes na modelagem  para o fresamento em  eixos simultaneos com aplicacao em turbo maquinas aerospace engineering fresamento a  eixos simultaneos ciencias e tecnologias espaciais desenvolvimento integrado de produtos de base tecnologica para a melhoria do ensino no curso das engenharias aeronauticas ;1
 engenharia industrial mecanica ;1
possui graduacao em engenharia eletrica  pela universidade federal do para  em analise e desenvolvimento de sistemas pela faculdade de tecnologia do estado de sao paulo  mestrado em engenharia eletrica  pela universidade federal do para  e doutorado em engenharia eletronica e computacao  pelo instituto tecnologico de aeronautica  atualmente e tecnologista pleno do instituto nacional de pesquisas espaciais tem experiencia na area de engenharia eletronica e computacao com enfase em modelagem e controle de sistemas dinamicos engenharia de software gestao tecnica de projetos otimizacao redes neurais artificiais sistemas computacionais de tempo real algoritmos geneticos e sistemas fuzzy tem interesse em trabalhos que venham a diminuir a distancia entre aspectos teoricos e implementacoesaplicacoes praticas em especial aqueles envolvendo processamento distribuido e processamento de imagens tecnologia em analise e desenvolvimento de sistemas agmvc uma arquitetura extensivel para simulacoes de otimizacao usando algoritmo genetico engenharia eletrica monitoracao remota de hidrogeradores utilizando instrumentacao virtual engenharia eletrica identificacao de sistemas dinamicos naolineares utilizando redes neurais artificiais treinadas com algoritmos geneticos electric engineering identificacao de sistemas dinamicos engenharia eletronica e computacao controle adaptativo de sistemas dinamicos naolineares utilizando realimentacao de saida e redes neurais artificiais electric engineering;1
engenheiro mecanico de operacao pela fundacao municipal de sao joao del rei  atual ufsj tem experiencia nas atividades de manutencao de aeronaves motores sistemas trens de pouso e seus componentes fabricacao de pecas primarias e montagens de segmentos aeronauticos tem experiencia na prospeccao de novos mercados e vendas de produtos e servicos na area aeroespacial tem experiencia em eventos de relacoes publicas e relativos a produtos em ambito nacional e internacional negociar com agencias de publicidade a implementacao de planos de promocao de vendas de produtos planejar a confeccao de material promocionalpropor atividades relacionadas a identidade visual corporativa home page manual de identidade visual e materiais promocionais atividades de geracao de imagens elaboracao de procedimentos tem experiencia internacional em paises como uruguai paraguai argentina chile peru colombia honduras republica dominicana eua mexico gra bretanha franca italia grecia malasia senegal mauritania nigeria e republica democratica do congo possui experiencia como docente na epcar  escola preparatoria de cadetes do ar  no cssta  curso sequencial em tecnologia aeroespacial e de engenharia aeroespacial da univap  universidade do vale do paraiba  na fatec  faculdade de tecnologia de sao jose dos campos  sp  e no ppe  programa de projetistas embraer  engenharia mecanica ;1
possui graduacao em letras pela fundacao valeparaibana de ensino  especializacao em literatura brasileira universidade sao judas tadeu  e mestrado em comunicacao e semiotica pela pontificia universidade catolica de sao paulo  atualmente e coordenador do curso de letras e professor adjunto da universidade paulista e professor do ensino superior  faculdade de tecnologia de sao jose dos camposcentro paula souza tem experiencia na area de letras comunicacao  linguagens e tecnologias letras  comunicacao e semiotica a mimesis sob o olhar veigueano a travessia entre o real e o imaginario comunication;1
possui graduacao em engenharia de materiais  e doutorado  pela escola de engenharia de lorena  eel  usp fez posdoutorado no instituto tecnologico de aeronautica  ita no periodo de  e posdoutorado no laboratorio nacional de nanotecnologia  no periodo de  atualmente e professora de ensino superior na faculdade de tecnologia de sao jose dos campos  tem experiencia na area de engenharia de materiais e metalurgia com enfase em metalurgia fisica atuando principalmente nos seguintes temas deformacao plastica severa  caracterizacao microestrutural  textura recristalizacao transformacoes de fases e ligas com efeito de memoria de forma  engenharia de materiais  engenharia de materiais processamento e caracterizacao microestrutural de niobio deformado plasticamente por extrusao em canal angular ;1
possui graduacao em engenharia industrial mecanica pela universidade braz cubas  e mestrado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  doutorado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  na area de sistemas aeroespaciais e mecatronicaatuando na area estrutural com enfase em dinamica de rotores vibracao mecanica pelo metodo dos elementos finitos atualmente e professor de ensino superior na fatecsjc prof jessen vidal engenharia industrial mecanica  engenharia aeronautica e mecanica analise do movimento de eixos sustentados por mancais do tipo squeeze film aerospace engineering metodos numericos engenharia aeronautica e mecanica analise numerica da dinamica de rotores flexiveis com apoios hidrodinamicos aerospace engineering;1
doutorando em engenharia e ciencia de materiais no ictunifesp mestre em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica ita  graduado em engenharia mecanica  e fisica  pela universidade de taubate experiencia de quatro anos na area de educacao no ensino superior ministrando aulas de metrologia materiaistecnologia de fabricacao elementos de maquinas e trabalho de graduacao quatro anos na area de educacao em colegio tecnico ministrando aulas de metodos e processos industriais tecnologia de fabricacao mecanica e quinze anos no ensino medio ministrando aulas de fisica vivencia de vinte anos em supervisao de processos industriais e controle de qualidade na industria metalurgica e farmaceutica licenciatura em fisica estagio supervisionado em aulas de fisica engenharia mecanica engenharia de processo produtivo engenharia aeronautica e mecanica tratamento termico superficial do aco aisi m via laser co  mechanical engineering aco aisi m doutorado em engenharia e ciencia de materiais estudo do comportamento em fluencia de niobio tratado via implantacao ionica por imersao em plasma ;1
possui graduacao em quimica  pela universidade estadual de londrina  mestrado em quimica  area de concentracao  quimica analitica  universidade federal de sao carlos  concluido em  e doutorado em ciencias  area de concentracao  fisicoquimica  universidade federal de sao carlos  concluido em  possui posdoutorado pelo instituto nacional de pesquisas espaciais  na area de eletroanalise no qual foi desenvolvido eletrodos de diamante dopados diamante dopados com boro modificados com nanoparticulas metalicas para aplicacoes como sensores eletroquimicos na deteccao de nitrato nitrito e fosfato atua como professor de ensino superior na etep faculdades  sao jose dos campos desde  ministrando aulas de quimica ciencias do ambiente tecnologia dos materiais materiais de engenharia e injecao de plasticos para os cursos de engenharia e tambem professor da fatec  professor jessen vidal  sao jose dos campos ministrando aulas de quimica geral e organica e fabricacao e acabamento de materiais compositos para o curso de tecnologia em estruturas aeronauticas tem experiencia profissional na area de fisicoquimica eletroquimica eletroanalitica eletroanalise de especies inorganicas quimica de superficie  e sintese caracterizacao e aplicacao de materiais carbonosos aplicados na area ambiental e energia quimica  bacharelado e licenciatura  quimica desenvolvimento da eletroforese em gel para a determinacao de massas molares em polimeros condutores chemistry polimeros condutores quimica estudo de ligas cocu obtidas por eletrodeposicao chemistry;1
engenheiro aeronautico pelo ita  instituto tecnologico de aeronautica  especializacao em administracao de empresas com enfase em administracao mercadologica pela fgvsp fundacao getulio vargas  sp  e mestrado em engenharia mecanica pela unicamp universidade estadual de campinas  desde  venho atuando tambem como professor universitario em disciplinas de marketing administracao mercadologica planejamento estrategico projeto e desenvolvimento de negocios administracao geral e lideranca e empreendedorismo em cursos de graduacao da unip  univap  ibta  e na fatec sao jose dos campos  nos cursos de transporte e logistica gestao da producao industrial e aeronautica da fatec  sao jose dos campos e projetos e estruturas aeronauticas tenho vasta experiencia profissional de mais de  anos em cargos de alta gerencia e consultoria nas areas de administracao planejamento estrategico e marketing em empresas do setor publico  e privado  atualmente e especialista em regulacao de aviacao civil concursado da anac  agencia nacional de aviacao civilatuei em minha formacao original como engenheiro aeronautico nas empresas embraer  comando da aeronautica  helibras  concursado na anac como especialista em regulacao de aviacao civil desde dezembro de  onde atuou como coordenador de programas aeronauticos e de profissionais credenciados em projeto fabricacao e aeronavegabilidademinha carreira foi alicercada inicialmente na area tecnica e depois rumando para areas de gestao e coordenacao ao longo da caminhada descobri o prazer de lecionar como uma forma de interagir com aqueles que querem aprender para crescimento pessoal e profissional e tambem foi a forma com que me obrigo a manter em nivel de constante atualizacao tecnica mas sobretudo em novos conceitos e visoes de gestao que vao surgindo engenharia dinamica de reentrada de veiculos espaciais engenharia mecanica proposta de implementacao de um sistema automatizado para inspecao de motores de foguete utilizando tomografia computadorizada mechanical engineering tomografia computadorizada;1
mestre em engenharia eletrica pela usp   atualmente sou projetista da estrutural industria e comercio e professor na fatec sao jose dos campos fui professor do instituto federal de sao paulo  e coordenador do curso de tecnologia em mecatronica industrial da faculdade expoente de  a  sou autorcoautor de  artigos publicados em anais de congressos internacionais e nacionais fui pesquisador bolsista dti da embrapa instrumentacao agropecuaria  atuo principalmente nas seguintes areas projeto de estruturas mecanicas projeto de microssistemas eletromecanicos  utilizando analise por elementos finitos projeto fabricacao e caracterizacao de sensores piezoresistivos e de sensores polimericos engenharia eletrica modelagem de um acelerometro de estado solido electric engineering mems;1
bacharel em fisica pela universidade federal do para  bacharel em engenharia eletrica pela etep faculdades  mestrado e doutorado em fisica pela universidade de sao paulo  posdoutorado no instituto nacional de pesquisas espaciais  desenvolve pesquisa em instrumetacao eletronica e sensores reatores cvd e pvd  equipamentos de ensaios mecanicos experiencia em caracterizacao de novos materiais por mev afm raios x espectroscopia raman etc realiza atividades de desenvolvimento e coordenacao de projetos de inovacao tecnologica em parceria com empresas atualmente e professor de nivel superior faculdade de tecnologia de sao paulo  fatec  sao jose dos campos bacharel em fisica aplicacoes de lasers em medida de velocidade engenharia eletrica desenvolvimento de um equipamento de ensaio block on ring fisica dinamica de crescimento de filmes de diamante physic expoentes criticos fisica dinamica de crescimento de filmes de platina e ouro physic;1
possui graduacao em engenharia mecanica  mestrado em engenharia mecanica pela universidade estadual paulista julio de mesquita filho  tem experiencia na area de engenharia mecanica com enfase em mecanica dos solidos oito anos de experiencia em calculo de equipamentos de movimentacao de cargas seis anos de experiencia em calculo de estruturas aeronauticas professor de resistencia dos materiais da universidade de taubate  professor de esforcos estruturais em aeronaves  na fatec engenharia mecanica  engenharia mecanica analise do coeficiente geometrico de intensidade de tensoes utilizando o metodo dos elementos finitos mechanical engineering fator de correcao geometrica;1
possui graduacao em engenharia mecanica pela universidade de brasilia  mba em financas e auditoria  e mestrado em air transport management  swinburne university of technology  atualmente e professor da fatec de sao jose dos campos atuando principalmente nos seguintes temas manutencao de aeronaves e informacao tecnica engenharia mecanica projeto de uma bancada para testes de coletores solar cujo fluido circulante seja agua technology management in air transportation air transport management  transporte aereo;1
possui graduacao em engenharia mecanica com enfase em aeronautica pela universidade federal de minas gerais  mestrado em engenharia aeronautica pelo instituto tecnologico de aeronautica  mestrado em engenharia aeroespacial pela university of michigan at ann arbor  e pesquisador do instituto de aeronautica e espaco  do departamento de ciencia e tecnologia aeroespacial  e professor no centro paula souza  tem experiencia na area de engenharia aeroespacial com enfase em aerodinamica tendo atuado em aerodinamica computacional dsmc cfd metodo dos paineis e aerodinamica experimental em tuneis de vento engenharia mecanica  engenharia aeronautica further developments in unsteady compressible vortex lattice method in two dimensional motion aerospace engineering aerospace engineering sem tese ;1
graduado em logistica pela faculdade de tecnologia de sao jose dos campos  e mestre em engenharia de infraestrutura aeronautica pelo instituto tecnologico de aeronautica  atualmente e professor assistente i da faculdade de tecnologia de sao jose dos campos tem experiencia na area de logistica e transportes com enfase em planejamento de transportes logistica analise de atributos determinantes na decisao do usuario do sistema coletivo de transporte publico engenharia de infraestrutura aeronautica avaliacao das restricoes de uso e ocupacao do solo no entorno de aerodromos e analise comparativa entre as regulamentacoes aeronauticas transports engineering aeroportos;1
possui graduacao em engenharia mecanica enfase producao pela escola de engenharia industrial de sao bernardodo campo cursando mestrado no ita sjc estruturas aeronauticas professor de escolatecnica nos cursos de mecanica e automacaoprofessor da fatec nos cursos de manutencao e manufatura aeronautica  executa projetos de implementos rodoviarios carrocerias carretas e socio proprietario da alfa star engenharia e representacoes ltda engenharia mecanica enfase producao  engenharia aeronautica e mecanica analise dinamica de estrutura mechanical engineering;1
possui graduacao pela universidade cidade de sao paulo  tem experiencia na area de letras com enfase em linguas estrangeiras modernas atuando principalmente na area de lingua inglesa posgraduado em lingua inglesa pela universidade de taubate com mestrado em linguistica aplicada tambem pela universidade de taubate possui especializacao em lingua espanhola pela universidade de salamanca  espanha aperfeicoamento em lingua inglesa na escola internacional  kaplan aspect em sydney na australia participou do curso teaching english as a foreign language  professional development program na universidade da california  san diego  california  usaparticipou do curso teaching english as a foreign language na university of arizona  arizona  usa atua tambem na area de relacoes internacionais do centro paula souza atualmente coordena o programa idiomas sem fronteiras no centro paula souza sendo responsavel por todas as faculdades de tecnologia participantes do programa pedagogia uma perspectiva pedagogica sobre a literatura infantil e o despertar para a leitura   linguistica aplicada auto da compadecida  do livro para as telas de cinema    universidade de taubate  adaptacoes de roteiro;1
possui graduacao em administracao de empresas pela universidade de taubate  especializacao em administracao da producao e materiais pelo inpg e mestrado em gestao e desenvolvimento regional pela universidade de taubate  atualmente e professor  adm de rec materiais e gestao da producao na faculdade de tecnologia de sao jose dos campos e professor nos cursos de pos graduacao bacharelados e tecnologos etep faculdades  tem experiencia com regulacao institucional junto ao inep experiencia industrial nas areas de administracao da producao e suprimentos enfase academica atuando principalmente nos seguintes temas logistica armazenagem produtividade just in time  e qualidade total administracao de empresas  gestao e desenvolvimento regional avaliacao de um processo de implantacao da mentalidade enxuta e seu desempenho no fluxo de valor estudo de caso  logistica;1
possui graduacao em engenharia mecanica  e mestrado  em engenharia de fabricacao e de materiais pela faculdade de engenharia mecanica da universidade estadual de campinas possui tambem doutorado em engenharia de fabricacao e de materiais peloinstituto de tecnologia de chiba no japao  tem experiencia na area de engenharia de materiais e metalurgica com enfase em processos de fundicao para producao de materiais compositos de matriz metalica naoferrosa e atuou como gerente de projetos de inovacao tecnologica relacionados a substituicao de materiais e tribologia de superficies de pecas metalicas aplicadas a pecas automotivas e processos de forjamento trabalha atualmente como professor da disciplina tratamentos termicos e quimicos na fatec de sao jose dos campos alem disso e tecnologista pleno atuando na divisao de prospeccao em cti do nucleo de gestao da inovacao  do comando do departamento de ciencia e tecnologia aeroespacial nucleo este responsavel pelo sistema de inovacao da aeronautica  incluindo a gestao da protecao e manutencao da propriedade industrial gerada no ambito do comando da aeronautica bem como pelo suporte a transferencia destas tecnologias ao parque industrial brasileiro engenharia mecanica  engenharia mecanica contribuicao ao estudo da fabricacao de compositos de matriz metalica a partir de matriz no estado semisolido mechanical engineering compofundicao engenharia de fabricacao e de materiais production of azd magnesium alloy matrix composites using an inclined cooling plate ;1
pesquisadora visitante no instituto tecnologico de aeronautica na area de estruturas aeronauticas professora de ensino superior na faculdade de tecnologia de sao jose dos campos  fatec coordenadora dos trabalhos de graduacao da faculdade de tecnologia prof jessen vidal do curso de tecnologia em manutencao de aeronaves coordenadora executora do congresso cimatech possui graduacao em engenharia quimica pela faculdade de engenharia quimica de lorena  mestrado em fisica pelo instituto tecnologico de aeronautica  e doutorado em engenharia aeronautica e mecanica  atuo na area de pesquisa ha  anos com destaque para o desenvolvimento de metodologia e execucao de ensaios tecnologicos tais como ensaios mecanicos para avaliacao da tenacidade a fratura ftir dscgpctga e mev para estudo do tratamento termico e quimico em materiais compositos aplicacao de novas tecnicas como espectroscopia de luminescencia uvvis para controle de qualidade em materiais compositos experiencia na area de qualidade na industria implementacao de normas iso  e iso  auditorias de gmp e elaboracao de appcc treinamento de pessoal na area de qualidade normas e legislacoes equipamentos e metodologias desenvolvidas engenharia quimica  fisica estudo do comportamento fotofisico das sondas aa em solventes proticos e aproticos e em compositos de fibra de vidroepoxi estudo do comportamento fotofisico da sonda aa em solventes organicos e em compositos com e sem tratamento termico physics espectroscopia de luminescencia engenharia aeronautica e mecanica estudo da cura e sorcao de agua em compositos estruturais de fibra de vidroepoxi por espectroscopia de luminescencia e infravermelho estudo do tratamento termico e quimico em compositos estruturais por espectroscopia de luminescencia e infravermelho mechanical engineering;1
possui  posgraduacoes sendo uma gerencial e duas tecnicas mba em gerente de empreendimentos com enfase em engenharia pela fundacao getulio vargas de sao paulo especializacao em engenharia de projetos de valvulas industriais pela escola politecnica da universidade de sao paulousp especializacao em engenharia aeronautica pela programa itaembraer  universidade corporativa duas certificacoes profissionais gerente de engenharia e engenheiro de projetos de valvulas industriais ambas pela petrobras atraves do prominpprograma de mobilizacao da industria nacional de petroleo e gas natural possui graduacoes em engenharia industrial mecanica pela escola de engenharia industrial de sao jose dos campos  e em tecnologia em projetos pela faculdade de tecnologia de sao paulofatec  formacao tecnica pela escola tecnica federal de sao paulo e formacao em manutencoes mecanica e avionica pelo centro de formacao da viacao aerea sao paulovasp certificado pela anac nas faculdades de grupo motopropulsor e avionicos atualmente e engenheiro de desenvolvimento de produto da embraer na area de novos produtos da aviacao comercial alem de professor da faculdade de tecnologia de sao paulo em sao jose dos campos periodo noturno nas disciplinas de desenvolvimento integrado do produto processos de desenvolvimento de produtos projetos integradores e hidraulica de aeronaves tecnologia em projetos  engenharia industrial mecanica estudo para reducao de ciclos no processo de descontaminacao de sistemas hidraulicos de aeronaves;1
engenheiro aeronautico calculista de stress gestor de tecnologia anos de experiencia em desenvolvimento e pesquisa e  anos de experiencia em calculo de stress e desenvolvimento de produto em empresas como akaer e konatusprofissional dinamico comunicativo de bom relacionamento e facilidade em trabalhar em grupo autodidata empreendedor facilidade e interesse em assimilar novos conhecimentos capacidade para liderar e gerenciar equipesfacilidade e experiencia em transmitir conhecimento 	solida experiencia nas atividades relativas a area de calculo de stress elementos finitos programacao sistematizacao e desenvolvimento de ferramental computacional	amplo conhecimento dos mais variados tipos de falha tanto estaticas como de fadiga conhecimento em analises estaticos dinamicos modais nao lineares e lineares de estruturas em geral mais especificamente aerodinamicas	amplo conhecimento em comunicacao capacitacao apresentacoes cursos e aulas	solida experiencia em pesquisa e resolucao de problemas de engenharia mediante desenvolvimento de ferramentas computacionais e otimizacao de processos engenharia aeronautica  engenharia aeronautica e mecanica metodologias de projeto aerodinamico de pas de turbinas eolicas de alto desenpenho aerospace engineering aeroelasticity;1
doutora em ciencias  engenharia da computacao  mestre em ciencias  engenharia eletronica e computacao  e graduada em matematica pela universidade do vale do paraiba atualmente e professora de ensino superior da fatec  de sao jose dos campos e professora efetiva do governo do estado de sao paulo possui experiencia nas areas de matematica e informaticatopicos de interesse mineracao de dados busca e recuperacao de informacao semantica processamento de linguagem natural processo ensinoaprendizagem web semantica big data ontologia linked data matematica probabilidade e estatistica um dos campos de analise em matematica engenharia eletronica e computacao uma arquitetura para sistemas tutores inteligentes apoiada por fundamentos de web semantica electric engineering web semantica engenharia eletronica e computacao analise da relevancia semantica na selecao de atributos para a mineracao de dados electric engineering;2
possui graduacao em letras pela universidade de sao paulo  e mestrado em letras  pela universidade de sao paulo  tem experiencia na area de letras com enfase em literatura hispanoamericana atuando principalmente nos seguintes temas fotografia literatura mexicana juan rulfo historia mexicana e literatura comparada letras  letras  interseccoes entre a obra literaria e fotografica de juan rulfo language;2
possui graduacao em ciencias sociais pela universidade do vale do paraiba  possui especializacao em gestao estrategica da inovacao tecnologica pela unicamp atualmente e professor de inovacao e empreendedorismo da fatec sao jose dos campos tem experiencia na area de gestao de projetos de inovacao atuando principalmente nos seguintes temas inovacao tecnologica gestao de projetos parques tecnologicos incubadoras modelagem de negocios e captacao de recursos publicos e privados ciencias sociais ;2
possui graduacao em engenharia eletrica pela universidade estadual paulista julio de mesquita filho  mestrado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  doutorado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  associado com periodo de doutorado sandwich  em mechanical engineering  university of dundee  tem experiencia na area de engenharia mecanica com enfase em controle de sistemas mecanicos automacao industrial simulacao de plantas industriais virtuais impressao d mecatronica projeto de dispositivos medicos visao computacional engenharia eletrica  engenharia aeronautica e mecanica implementacao e analise de tecnicas de fusao sensorial aplicadas a robotica aerospace engineering visao computacional engenharia aeronautica e mecanica design and commissioning of an intelligent saw system for assisting osteotomy surgery aerospace engineering;2
possui graduacao em direito pela faculdade de direito de taubate  graduacao em letras pela faculdade de filosofia ciencias e letras de taubate  graduacao em pedagogia pela faculdade de educacao de guaratingueta  mestrado em direito pela pontificia universidade catolica de sao paulo  e doutorado em direito pela pontificia universidade catolica de sao paulo  atualmente e professora de direito e comunicacao e expressao da faculdade de tecnologia de sao jose dos campos direito  letras  pedagogia  direito  law direito  law;2
graduado em administracao de empresas pela faculdade de administracao de empresas de santos  mestrado em gestao e desenvolvimento regional pela universidade de taubate unitau  doutorado pela faculdade de engenharia mecanica de guaratingueta da universidade estadual de sao paulo  atua como professor avaliador do ministerio da educacao inepmec tem atuado principalmente nos seguintes areas e temas modernizacao administrativa gestao do conhecimento administracao geral planejamento estrategico administracao publica administracao de projetos gestao ambiental administracao de empresas  gestao e desenvolvimento regional indicadores sociais e economicos como instrumento de gestao e desenvolvimento das cidades uma aplicacao no municipio de jacarei  planejamento estrategico engenharia mecanica fatores criticos de baixa efetividades no planejamento estrategico das cidades um estudo nas cidades da regiao metropolitana do vale do paraiba e litoral norte ;2
possui graduacao em engenharia mecanica pela faculdade de engenharia de guaratinguetaunesp especializacao em administracao da producao e marketing pela fundacao getulio vargas posgraduacao lato sensu em engenharia da qualidade pela escola de engenharia de lorenausp certificacao cpim pela apics e mestrado em administracao pela universidade de sao paulo possui  anos de experiencia profissional nas areas de gestao da cadeia de suprimentos planejamento programacao e controle da producao e de materiais sistemas de manufatura mrpii e erp lean enterprise e metodologia kaizen atuando em empresas de grande porte  avibras klabin iochpemaxion e embraer atualmente e sociodiretor da  pro consulting e docente da fatec  faculdade de tecnologia de sao jose dos campossp nos cursos de graduacao em logistica e gestao da producao engenharia mecanica  administracao atributos de parcerias de sucesso em cadeias de suprimentos um estudo de caso na relacao fabricantefornecedor na industria aeronautica administration gestao da cadeia de suprimentos;2
possui graduacao em engenharia mecanica aeronautica pelo instituto tecnologico de aeronautica  mestrado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  e doutorado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  atualmente e diretor regional da associacao brasileira da industria de maquinas e equipamentos tem experiencia em gestao executiva de empresas nacionais e multinacionais em varios mercados com base tecnologica de consumo e servico atuou por nove anos como professor e pesquisador no ita na divisao de mecanicaaeronautica desde  atua como professor da fatec de sao jose dos campos engenharia mecanica aeronautica  engenharia aeronautica e mecanica distribuicao de radiacao no absorvedores de concentradores parabolicos compostos aerospace engineering engenharia aeronautica e mecanica armazenamento termico com mudanca de fase com tubos cilindricos aletados aerospace engineering;2
possui graduacao em administracao de empresas pela universidade de taubate  especializacao em administracao da producao e materiais pelo inpg e mestrado em gestao e desenvolvimento regional pela universidade de taubate  atualmente e professor  adm de rec materiais e gestao da producao na faculdade de tecnologia de sao jose dos campos e professor nos cursos de pos graduacao bacharelados e tecnologos etep faculdades  tem experiencia com regulacao institucional junto ao inep experiencia industrial nas areas de administracao da producao e suprimentos enfase academica atuando principalmente nos seguintes temas logistica armazenagem produtividade just in time  e qualidade total administracao de empresas  gestao e desenvolvimento regional avaliacao de um processo de implantacao da mentalidade enxuta e seu desempenho no fluxo de valor estudo de caso  logistica;2
graduada em psicologia pela universidade braz cubas posgraduada em gerontologia social pela univap defendeu sua tese sobre programas de preaposentadoria  ppa sob orientacao da mestre maria enilce teixeira garcia especialista em gestao do conhecimento e inovacao pela eaespfgv certificada pela integrad coaching institute  ici e international coach federation  icf como master coach  professora na faculdade de tecnologia de sao jose dos campos jessen vidal  ministrando aulas de gestao de pessoas e equipes diretora da cintra consultoria em recursos humanos  cintra rh empresa com atuacao inovadora e personalizada em solucoes e produtos valorizando o capital humano e com foco nos resultados do negocio de nossos clientes carreira de  anos atuando com consultoria externa e interna de rh englobando acoesiniciativas estrategicas de gestao de pessoasprocessos responsavel por implantacoes e consultorias internas de rh em empresas de grande porte como embraer novelis rexan alstom jj gerdau cd fibria localiza natura citibank gm ita  instituto tecnologico aeronautico poliedro grupo saintgobain entre outras 	implantacao e coordenacao do projeto de analise de potencial   liderancas do grupo mahle metal leve no brasil condutora de sessoes de coaching e mentoring para pessoas fisicas e empresas participacao em desenvolvimentos de projetos de remuneracao e estudos de mercado para empresas de medio e grande porte como cd zodiac safran aeronautica compsis magnaghi friuli aerospace embraer planeta motos  cecompi e parque tecnologico ministrou aulas em instituicoes de ensino tais como univap e fgv curso executivo jr em materias de gestao de pessoasassessora e integrante da comissao de apoio a superintendencia no processo de avaliacao comportamental e de gestao educacional para a escolha de diretores das faculdades de tecnologia  do centro paula souza  assessora a superintendencia do centro paula souza na elaboracao e implantacao da formacao de novos diretores   a atualprofessora responsavel pela implantacao do escritorio de carreiras da fatec jessen vidal de sao jose dos campos   a professora integrante do projeto permanencia retencao e desenvolvimento de talentos na formacao profissional fatec jessen vidal   a  psicologia ;2
possui graduacao em ciencias sociais aplicadas pela universidade do vale do paraiba  e graduacao em administracao  uniderp  atualmente e professor assistente da universidade paulista professor do centro estadual de educacao tecnologica paula souza  atuando principalmente nos seguintes temas globalizacao empregabilidade custos logisticos capacidade produtiva e engenharia dos transportes administracao geral  ciencias sociais aplicadas ;2
possuo graduacao em ciencia da computacao pela universidade de taubate professional coach certification pela sociedade latino americana de coaching especializacao em engenharia de sistemas pelo escola superior aberto do brasil especializacao em formacao pedagogicalicenciatura plena pela universidade metodista de piracicaba e tecnico em processamento de dados pelo colegio idesa sou professor da fatec  faculdade de tecnologia de sao jose dos campos no curso de analise e desenvolvimento de sistemas onde leciono gestao de projetos sistemas de informacao e gestao e governanca de ti e etec joao gomes de araujo no curso tecnico em informatica atualmente trabalho no curso de gestao empresarial da fatec modalidade a distancia como professor responsavel pela disciplina sociedade tecnologia e inovacao mediador online da disciplina de informatica aplicada e coordenador de projetos ead tenho experiencia na empresa gerdau onde trabalhei com gestao de tic durante  anos atuando principalmente com banco de dados implantacao de projetos de sistemas erpsap e desenvolvimento de bi processamento de dados estagio supervisionado engenharia eletronica e computacao tecnologia broner aplicada na siderurgia electric engineering;2
possui graduacao em licenciatura em fisica pelo centro de desenvolvimento de tecnologia e recursos humanos  mestrado em geofisica espacial pelo instituto nacional de pesquisas espaciais  e doutorado em geofisica espacial pelo instituto nacional de pesquisas espaciais  atualmente e professora da faculdade de tecnologia prof jessen vidal tem experiencia na area de geociencias com enfase em geofisica espacial atuando principalmente nos seguintes temas airglow imageador e radar de laser para estudos na alta atmosfera licenciatura em fisica modellus  uma alternativa didatica no ensino da fisica geofisica espacial caracterizacao de disturbios ionosfericos propagantes na regiao de baixas latitudes no setor brasileiro associado a instabilidade de plasma perkins gerada em medias latitudes geophysics geofisica espacial estudo do mecanismo de geracao das camadas esporadica de sodio geophysics;2
mestre em engenharia biomedica pela universidade do vale do paraiba univap  graduacao em ciencias contabeis pela universidade de taubate  especializacao em administracao financeira e auditoria pelo inpg  graduacao em licenciatura em matematica pela universidade braz cubas  especializacao em matematica pela faenquil  financas e controladoria no inpg  especializacao em engenharia aeronautica pela unitau  engenharia de producao  experiencia como professor na area de matematica por  anos na rede publica professor de contabilidade empresarial contabilidade basica  analise de balancos e contabilidade gerencial calculo i calculo ii introducao ao calculo calculo para aeronautica pela fatec e estatistica matematica financeira matematica aplicada pela unip universidade paulista etep faculdades atualmente trabalho na fatec faculdade de tecnologia de sao jose dos campos licenciatura em matematica  ciencias contabeis  engenharia de producao  bioengenharia a comparacao entre microfone de eletreto e um ldr como detectores de luz num sistema de espectroscopia otica  ldr microfone de eletreto;2
